abstract	id	paper_ref	title	presenters	authors	affiliations	topic
abstract_0019.html	31	P1-02	Between Parochialism and Expertise: Consultative Institutions in Authoritarian Regimes	Felix Wiebrecht	Felix Wiebrecht	The Chinese University of Hong Kong	Comparative Politics
abstract_0018.html	119	P1-02	Manpower Acquisition Institutions and the Battlefield	Douglas Atkinson	Douglas Atkinson (1), Kevin Fahey (2)	1. University of Salzburg, 2. Swansea University	International Relations and Conflict
abstract_0017.html	579	P1-02	The Power of Political Portraits: Evidence from a Chinese Survey Experiment	Zhenyu Wang	Tao Li (1), Zhenyu Wang (1), Rodrigo Praino (2)	1. University of Macau, 2. Flinders University	Comparative Politics
abstract_0016.html	158	P1-02	Political Geography: Class VS. Ethnicity in a Contested City	Yael Shmaryahu Yeshurun	Yael Shmaryahu Yeshurun	Faculty of Law, Bar Ilan University, Israel	International Relations and Conflict
abstract_0015.html	50	P1-02	Partisanship, Elite Cues, and Support for Public Health Policies in Germany and the United States	Renu Singh	Renu Singh	Georgetown University Law Center, The Hong Kong University of Science and Technology (HKUST)	Comparative Politics
abstract_0014.html	342	P1-01	Political Context and the Formation of Party Identification in the United States	Martin Elff	Hannah Rajski (1,2), Martin Elff (1)	1. Zeppelin University, Friedrichshafen, 2. University of Konstanz	Elections, Public Opinion, and Voting Behaviour
abstract_0013.html	111	P1-01	Ideological Positions and Committee Chair Appointments	Jochen Rehmert, Naofumi Fujimura	Jochen Rehmert (1), Naofumi Fujimura (2)	1. University of Zurich, 2. Kobe University	Legislative Studies and Party Politics
abstract_0012.html	355	P1-01	Does compulsory vote decreases polarization? Cross-national evidence using data from the Comparative Study of Electoral Systems (CSES)	Guilherme Arbache	Guilherme Arbache	Universidade de São Paulo	Elections, Public Opinion, and Voting Behaviour
abstract_0011.html	275	P1-01	Party leaders beyond left-right ideology: How the decentralization dimension affects party leaders’ positions in countries with multilevel institutions.	Alberto de Leon	Alberto de Leon	University of Strathclyde	Comparative Politics
abstract_0010.html	209	P1-01	We are (almost) all internationalists now: How right-wing populism drives support for international economic integration in post-crisis Europe	Nina Obermeier	Nina Obermeier	Cornell University	Elections, Public Opinion, and Voting Behaviour
abstract_0009.html	190	P1-01	Coalition Policymaking and Opposition Legislative Review: Collaboration, Bill Obstruction, and Issue-Ownership	Lion Behrens	Lion Behrens (1), Dominic Nyhuis (2), Thomas Gschwend (1)	1. University of Mannheim, 2. University of North Carolina at Chapel Hill	Legislative Studies and Party Politics
abstract_0008.html	435	P1-01	Discounting Government Debt: Individual attitudes towards debt reduction in Brazil	Matthew Digiuseppe	Matthew Digiuseppe (1), Alexander Slaski (2), Patrick Shea (3)	1. Leiden University, 2. Leiden University, 3. University of Houston	Political Economy, Public Policy and Administration
abstract_0007.html	20	P1-01	Disconfirmed Winning Expectations Decrease Voter Satisfaction with Democracy	Resul Umit	Resul Umit	University of Oslo	Elections, Public Opinion, and Voting Behaviour
abstract_0006.html	612	P1-01	Return of the Princelings: Analyzing Dynastic Succession in Contemporary Chinese Politics	Tao Li	Tao Li	University of Macau	Comparative Politics
abstract_0005.html	552	P1-01	Facilitating negotiations on complex, controversial and salient topics: How mediators shape the content of peace agreements	Constantin Ruhe	Constantin Ruhe, Meri Dankenbring	Goethe University Frankfurt am Main	International Relations and Conflict
abstract_0004.html	179	P1-01	Visual Europeanization? European Union Membership and Political Party Logos	Matteo C. M. Casiraghi	Matteo C. M. Casiraghi (1), Eugenio Cusumano (2)	1. Department of International Studies, University of Milan, 2. Institute for History, Leiden University	EU Politics
abstract_0003.html	411	P1-01	Trading Wealth for Political Control? The Political Economy of Territorial Reforms	Michael Strebel	Michael Strebel	University of Lausanne	Political Economy, Public Policy and Administration
abstract_0002.html	574	P1-01	Partisan Cues Dominate Ideological Preferences in Policy Appraisal. Experimental Evidence	Clareta Treger	Clareta Treger	Tel Aviv University	Elections, Public Opinion, and Voting Behaviour
